Dataset,AnalysisType,LLM_Cluster_Used,Model,Mean_R2,R2_StdDev,Mean_MAE,MAE_StdDev,SVI,TopFeatures
data_79_quadratic,Assisted,cluster_minilm,GradientBoost,0.6920646467258567,0.06637984336219843,12.72601916368066,1.4755037061668237,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_llama,LinearReg,-0.009945478264420446,0.08230442353738904,26.562030648493383,1.5450227385972624,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_llama,RandomForest,0.5765880585070715,0.07558943968654087,14.648450126833346,1.7313770691117545,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_llama,GradientBoost,0.7088968858022217,0.06410723749421189,12.325427361467087,1.3689974963117484,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_t5,LinearReg,-0.01067926967415005,0.08922888676420504,26.549607238595296,1.5648326557185062,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_t5,RandomForest,0.5574465007204555,0.07896285943948354,15.046638553208611,1.777073141424797,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_t5,GradientBoost,0.6833532589989857,0.06570148776449827,12.91691216105817,1.495710068891117,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_bert,LinearReg,0.11699583853588212,0.0843586095831747,24.389236150381688,1.6038030953783091,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_bert,RandomForest,0.5362781977619849,0.0781693311208256,15.331056916780783,1.6204992417699697,14.285714285714286,N/A
data_79_quadratic,Assisted,cluster_bert,GradientBoost,0.6607147572815535,0.07473614700045238,13.413398673370859,1.5194742986282563,14.285714285714286,N/A
data_91_linear,Unassisted,N/A,LinearReg,0.9417591057057513,0.009165170945867657,3.9416285015439825,0.2650873662104437,12.5,N/A
data_91_linear,Unassisted,N/A,RandomForest,0.459142749888672,0.07602546004523891,11.07596060343554,1.0154755459664648,12.5,N/A
data_91_linear,Unassisted,N/A,GradientBoost,0.5401228145015727,0.08544343062383868,10.55566385392139,1.0837361354239727,12.5,N/A
data_91_linear,Assisted,cluster_roberta,LinearReg,0.9403338722156503,0.009062225532007352,3.986361204441151,0.27279946386165643,12.195121951219512,N/A
data_91_linear,Assisted,cluster_roberta,RandomForest,0.45873242346827114,0.07379828850953968,11.09594204125086,1.011066835045947,12.195121951219512,N/A
data_91_linear,Assisted,cluster_roberta,GradientBoost,0.5130447246978512,0.08242240278295342,10.884781946527712,1.0459829806535985,12.195121951219512,N/A
data_91_linear,Assisted,cluster_bert,LinearReg,0.9407231526116631,0.00927246286192194,3.970680212981222,0.28297817475674847,12.195121951219512,N/A
data_91_linear,Assisted,cluster_bert,RandomForest,0.455001869740174,0.07514665524718775,11.09038466232435,1.0095646220665786,12.195121951219512,N/A
data_91_linear,Assisted,cluster_bert,GradientBoost,0.4890814642137963,0.07945831267375454,11.118749088596099,1.005238252487004,12.195121951219512,N/A
data_91_linear,Assisted,cluster_minilm,LinearReg,0.940689515342148,0.009671565119969647,3.9711718695998597,0.27834660016088847,12.195121951219512,N/A
data_91_linear,Assisted,cluster_minilm,RandomForest,0.4558479406476077,0.07309746311161425,11.10799712824177,1.0015536977955053,12.195121951219512,N/A
data_91_linear,Assisted,cluster_minilm,GradientBoost,0.5096527975395878,0.08853778578610257,10.966972926435108,1.0872319699377695,12.195121951219512,N/A
data_91_linear,Assisted,cluster_gatortron,LinearReg,0.9413210787649312,0.009502577508788138,3.9657296914570215,0.2612853013532369,12.195121951219512,N/A
data_91_linear,Assisted,cluster_gatortron,RandomForest,0.461052725327243,0.07837478407177097,11.085259950023813,1.001594999701345,12.195121951219512,N/A
data_91_linear,Assisted,cluster_gatortron,GradientBoost,0.5131226215320301,0.08608792988956182,10.872413628520473,1.054358506621553,12.195121951219512,N/A
data_91_linear,Assisted,cluster_llama,LinearReg,0.9411719420072358,0.009007588637829318,3.9606486053824987,0.2655753720317546,12.195121951219512,N/A
data_91_linear,Assisted,cluster_llama,RandomForest,0.4509440323644705,0.07845479423637382,11.156135219644975,1.0079942704817684,12.195121951219512,N/A
data_91_linear,Assisted,cluster_llama,GradientBoost,0.5254006016447174,0.08568185015256045,10.684982124112333,1.066431183228767,12.195121951219512,N/A
data_91_linear,Assisted,cluster_t5,LinearReg,0.9407260516124772,0.009563513333248508,3.96556293211935,0.2837266584955098,12.195121951219512,N/A
data_91_linear,Assisted,cluster_t5,RandomForest,0.45714643250657344,0.0794849946651098,11.090549949133335,1.056506679968175,12.195121951219512,N/A
data_91_linear,Assisted,cluster_t5,GradientBoost,0.5069414389824048,0.08304291328806808,10.922609181044182,1.0918791770687986,12.195121951219512,N/A
data_91_linear,Assisted,cluster_ernie,LinearReg,0.9403472011077931,0.009186797887759246,3.9902613155407907,0.27273849225259694,12.195121951219512,N/A
data_91_linear,Assisted,cluster_ernie,RandomForest,0.4523611684249712,0.0779827303861808,11.114678107310588,1.022901994936765,12.195121951219512,N/A
data_91_linear,Assisted,cluster_ernie,GradientBoost,0.5100090516955481,0.08739476863908764,10.870196399290103,1.0917270698683708,12.195121951219512,N/A
data_44_exponential,Unassisted,N/A,LinearReg,-0.008723672514468962,0.05808206624491835,3.836780017335241,0.2263077869956349,25.0,N/A
data_44_exponential,Unassisted,N/A,RandomForest,0.3681169841596867,0.08186060387123201,2.645611513938693,0.23753761292456166,25.0,N/A
data_44_exponential,Unassisted,N/A,GradientBoost,0.22994182935003324,0.08877320455159758,3.1372054445415847,0.2466355471013364,25.0,N/A
data_44_exponential,Assisted,cluster_e5_small,LinearReg,-0.021916774141440457,0.07170765166905405,3.8400056502488824,0.24104658316548988,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_e5_small,RandomForest,0.3591715622246021,0.0833738774759503,2.6586524360267907,0.23697934264600723,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_e5_small,GradientBoost,0.2246190652770896,0.09148269232176516,3.140485451579388,0.2458095812576961,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_roberta,LinearReg,-0.040065894799202306,0.07089740371332093,3.884788835974866,0.23628806798709237,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_roberta,RandomForest,0.36009045175063714,0.08464406888513819,2.6663759331317745,0.23657009767483825,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_roberta,GradientBoost,0.2251817180338022,0.08730131968989771,3.1500344845249355,0.2583907263358799,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_bert,LinearReg,0.006192463575470126,0.06732069128750373,3.7510235758234383,0.25446017315637226,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_bert,RandomForest,0.37494956508811295,0.08271749934944303,2.616097278252838,0.2343084474788657,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_bert,GradientBoost,0.24637412235711625,0.08935181055497354,3.078041816504482,0.24687652035348281,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_minilm,LinearReg,-0.007936272560809565,0.06869045859526542,3.809293643984767,0.2280419673564018,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_minilm,RandomForest,0.36108918231262543,0.08270953150035476,2.661754058845822,0.2369491945682774,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_minilm,GradientBoost,0.2256291990352472,0.0983548927162952,3.135579922426737,0.2543931648368616,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_gatortron,LinearReg,-0.0194567606684582,0.06439841602172329,3.8269085222097594,0.22328322281237462,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_gatortron,RandomForest,0.37014163854173615,0.07869400459778328,2.6501747837144394,0.22373504884277923,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_gatortron,GradientBoost,0.24299232961056716,0.082476147765917,3.1074988705874103,0.2296087683796579,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_llama,LinearReg,-0.018939683038263568,0.06266310153817425,3.856903632009343,0.23046151903881348,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_llama,RandomForest,0.3804263130197476,0.07880723775406355,2.616484089026556,0.22838231047543134,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_llama,GradientBoost,0.2413595479802672,0.0876561773935408,3.1114178812009787,0.2417400931210852,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_t5,LinearReg,-0.02178185918656517,0.07106267248189639,3.8632246834385224,0.2290788908842533,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_t5,RandomForest,0.3754535556644777,0.07577588142914557,2.6402813793761384,0.2124410865861006,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_t5,GradientBoost,0.23989354325538403,0.08460600804178953,3.119521028152541,0.23451878016177424,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_ernie,LinearReg,-0.027744696697289205,0.061172120451495664,3.838416926693508,0.2249137795430156,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_ernie,RandomForest,0.3719460552932922,0.07941321413014939,2.6261636536501656,0.2324189567502672,23.80952380952381,N/A
data_44_exponential,Assisted,cluster_ernie,GradientBoost,0.24303068230661962,0.08898839417214907,3.0929150588874688,0.24791585525979593,23.80952380952381,N/A
data_42_linear,Unassisted,N/A,LinearReg,0.9467263265025565,0.008092360413012202,3.945835328541965,0.2249951997945933,25.0,N/A
data_42_linear,Unassisted,N/A,RandomForest,0.6732943913014475,0.06911376082041906,8.235515383080145,0.9248832344026332,25.0,N/A
data_42_linear,Unassisted,N/A,GradientBoost,0.7295838950758001,0.059480786811328026,7.8975615768521585,0.8053848322307335,25.0,N/A
data_42_linear,Assisted,cluster_e5_small,LinearReg,0.9451808756056194,0.009002986110054505,3.962313127142396,0.2309732742983667,23.80952380952381,N/A
data_42_linear,Assisted,cluster_e5_small,RandomForest,0.6506316314577383,0.07893106526103358,8.444478596958882,0.9436955476972297,23.80952380952381,N/A
data_42_linear,Assisted,cluster_e5_small,GradientBoost,0.7038885269397908,0.07541644549528495,8.182125276952858,0.8426370481196614,23.80952380952381,N/A
data_42_linear,Assisted,cluster_roberta,LinearReg,0.9464504728122867,0.007668900290773725,3.956155805878862,0.2229103818363135,23.80952380952381,N/A
data_42_linear,Assisted,cluster_roberta,RandomForest,0.6528071281970508,0.07428612878117613,8.553930507933229,0.9621249460039278,23.80952380952381,N/A
data_42_linear,Assisted,cluster_roberta,GradientBoost,0.7083120540050919,0.0598748717796955,8.219623741053237,0.7912017040281061,23.80952380952381,N/A
data_42_linear,Assisted,cluster_bert,LinearReg,0.9454025170059052,0.008611767942993674,3.98302644230422,0.22698207636594173,23.80952380952381,N/A
data_42_linear,Assisted,cluster_bert,RandomForest,0.6356556969852636,0.08233410680801155,8.666906298988465,0.9142703890937919,23.80952380952381,N/A
data_42_linear,Assisted,cluster_bert,GradientBoost,0.7000871725221833,0.07601544136777086,8.265963919552132,0.8900915096942368,23.80952380952381,N/A
data_42_linear,Assisted,cluster_minilm,LinearReg,0.94587202580468,0.007967914760827546,3.976126940994115,0.21811828610340084,23.80952380952381,N/A
data_42_linear,Assisted,cluster_minilm,RandomForest,0.6526238839073606,0.06834922784798309,8.543304995124343,0.8923152406121239,23.80952380952381,N/A
data_42_linear,Assisted,cluster_minilm,GradientBoost,0.7100631611430734,0.06168203264968517,8.233222098625896,0.8595206132964421,23.80952380952381,N/A
data_42_linear,Assisted,cluster_gatortron,LinearReg,0.945869463791291,0.008875405096866854,3.9277119224893697,0.23949414715315243,23.80952380952381,N/A
data_42_linear,Assisted,cluster_gatortron,RandomForest,0.6477012491546442,0.07772058088295425,8.565615427516908,0.9623678515112517,23.80952380952381,N/A
data_42_linear,Assisted,cluster_gatortron,GradientBoost,0.702012676198741,0.06821333103886242,8.240342454872057,0.7901129941843371,23.80952380952381,N/A
data_42_linear,Assisted,cluster_llama,LinearReg,0.9463299428408856,0.008600240482317889,3.9328086110838893,0.23258502601546185,23.80952380952381,N/A
data_42_linear,Assisted,cluster_llama,RandomForest,0.6603112727468877,0.07103325433271611,8.451021711854047,0.9476330504401124,23.80952380952381,N/A
data_42_linear,Assisted,cluster_llama,GradientBoost,0.722484378714991,0.059388285058282655,7.999569875266388,0.8070730400794472,23.80952380952381,N/A
data_42_linear,Assisted,cluster_t5,LinearReg,0.945590881471903,0.008616050709923093,3.961829395771025,0.2313463310991498,23.80952380952381,N/A
data_42_linear,Assisted,cluster_t5,RandomForest,0.6488383485485183,0.07178078620088058,8.593141991768851,0.9301410411418789,23.80952380952381,N/A
data_42_linear,Assisted,cluster_t5,GradientBoost,0.7037792636775311,0.06183676284490634,8.289070199267686,0.8277042958069151,23.80952380952381,N/A
data_42_linear,Assisted,cluster_ernie,LinearReg,0.9451858134999539,0.008582861462892504,3.9871045112675123,0.24194915596590777,23.80952380952381,N/A
data_42_linear,Assisted,cluster_ernie,RandomForest,0.6448356807422715,0.07996459139938096,8.584795235711221,0.9565098818857799,23.80952380952381,N/A
data_42_linear,Assisted,cluster_ernie,GradientBoost,0.7039634768790637,0.07048591564163387,8.234927497201255,0.7764764734375267,23.80952380952381,N/A
data_88_exponential,Unassisted,N/A,LinearReg,-0.006962475760471895,0.08479977441291377,4.0618766888838564,0.25222135095715476,13.157894736842104,N/A
data_88_exponential,Unassisted,N/A,RandomForest,0.40959376074955706,0.07752066731750744,2.7438413600556806,0.22315535497959932,13.157894736842104,N/A
data_88_exponential,Unassisted,N/A,GradientBoost,0.2989886623740316,0.09040643779419673,3.150311686795712,0.23024409601806184,13.157894736842104,N/A
data_88_exponential,Assisted,cluster_e5_small,LinearReg,-0.008666949438412957,0.10125606205443594,4.057299777387654,0.24842729457438412,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_e5_small,RandomForest,0.404084772328865,0.07626511703221757,2.750966775956657,0.22430063383561774,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_e5_small,GradientBoost,0.2985044686635073,0.08726884813995626,3.1468642751343827,0.23255067230487356,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_roberta,LinearReg,0.00960404631228857,0.09974439295901666,4.02232521967603,0.25640485303251775,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_roberta,RandomForest,0.41585035544270954,0.07762248562600814,2.725547290829597,0.2187597343578445,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_roberta,GradientBoost,0.3160504974909563,0.08507818566951655,3.125309225837471,0.20574137140864557,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_bert,LinearReg,-0.005003342215419626,0.09375926217945832,4.068269365958426,0.24690976625232397,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_bert,RandomForest,0.41368095026965784,0.07803557306141534,2.734806059189513,0.218921865490796,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_bert,GradientBoost,0.30729985533688065,0.09121776358305342,3.1262623780271843,0.23057803990062217,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_ernie,LinearReg,-0.03734543237368153,0.12949172137315876,4.054144077821804,0.2617592295368449,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_ernie,RandomForest,0.39608362696903304,0.08947979174311926,2.754640596025564,0.21501326463704357,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_ernie,GradientBoost,0.28392327263509587,0.11819422041140576,3.1534720978967257,0.23549517265792802,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_minilm,LinearReg,0.03718586244736518,0.09205197984625328,3.9414481508639057,0.2489842196993881,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_minilm,RandomForest,0.41743099329232386,0.07441299275171595,2.7134306331302263,0.21826700016135428,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_minilm,GradientBoost,0.3126295095369476,0.0896209157184147,3.1132577822243617,0.2364274730389119,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_gatortron,LinearReg,-0.009343231467799733,0.10642838970026418,4.065268993526646,0.27585163398313095,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_gatortron,RandomForest,0.4137295756143126,0.0758398550712246,2.7431002881886775,0.21650304348704008,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_gatortron,GradientBoost,0.32285783278141006,0.08974058498852962,3.102169691100515,0.2288585443134286,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_t5,LinearReg,-0.02151488137786629,0.10186188599381234,4.064307899935915,0.2703672127368749,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_t5,RandomForest,0.4081011609848863,0.08011415640876993,2.7500776107295333,0.23134657537181744,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_t5,GradientBoost,0.29999556170723357,0.0942670547050597,3.132402193336327,0.24411811676734238,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_llama,LinearReg,-0.019590125792720306,0.09134499439979836,4.084008347169641,0.2558673815508785,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_llama,RandomForest,0.40977618995724463,0.07606490162542986,2.7420971318978054,0.219475104976971,12.820512820512821,N/A
data_88_exponential,Assisted,cluster_llama,GradientBoost,0.30720062097307993,0.08521619663285143,3.1255204714571407,0.2130375361699941,12.820512820512821,N/A
data_43_linear,Unassisted,N/A,LinearReg,0.9505379294405722,0.006103966354643774,3.8916212886829245,0.22770262777887681,25.0,N/A
data_43_linear,Unassisted,N/A,RandomForest,0.6822894537750079,0.07020668961612073,8.497681839468054,0.9843997242306581,25.0,N/A
data_43_linear,Unassisted,N/A,GradientBoost,0.7582944964594539,0.0417140773268237,7.84719375974976,0.6786375942865406,25.0,N/A
data_43_linear,Assisted,cluster_roberta,LinearReg,0.9511961657769316,0.0056337301950954155,3.8745565873969237,0.21846353027369236,23.80952380952381,N/A
data_43_linear,Assisted,cluster_roberta,RandomForest,0.6566264619290888,0.07591136578263458,8.842046188995853,1.0530091133662378,23.80952380952381,N/A
data_43_linear,Assisted,cluster_roberta,GradientBoost,0.7303101932875364,0.048704793940824866,8.298044133554948,0.7809458973171252,23.80952380952381,N/A
data_43_linear,Assisted,cluster_bert,LinearReg,0.9502935506520704,0.006504850585167222,3.8969987683741687,0.233166694243406,23.80952380952381,N/A
data_43_linear,Assisted,cluster_bert,RandomForest,0.6531042212267699,0.07424673713714021,8.910202524137615,1.0216550424051218,23.80952380952381,N/A
data_43_linear,Assisted,cluster_bert,GradientBoost,0.7265924439821982,0.04610830324206,8.339259853679621,0.711243844153757,23.80952380952381,N/A
data_43_linear,Assisted,cluster_minilm,LinearReg,0.9505841862301608,0.006272802489157588,3.8656240463209026,0.23217561201944673,23.80952380952381,N/A
data_43_linear,Assisted,cluster_minilm,RandomForest,0.6487475236132988,0.06909269299869102,8.923408873009912,0.9774993378545737,23.80952380952381,N/A
data_43_linear,Assisted,cluster_minilm,GradientBoost,0.7307940082752925,0.047429477595456765,8.288334066020486,0.7580129130313837,23.80952380952381,N/A
data_43_linear,Assisted,cluster_gatortron,LinearReg,0.9511141920580911,0.006366497364813145,3.8431806343095514,0.23905072151603904,23.80952380952381,N/A
data_43_linear,Assisted,cluster_gatortron,RandomForest,0.6633372981537291,0.0715936976680632,8.77893461447788,1.0251696064910316,23.80952380952381,N/A
data_43_linear,Assisted,cluster_gatortron,GradientBoost,0.7416809411131979,0.04506222545820499,8.138532817660971,0.746345404969265,23.80952380952381,N/A
data_43_linear,Assisted,cluster_llama,LinearReg,0.9502824749425701,0.005973054082335636,3.902080954170968,0.22341770674612296,23.80952380952381,N/A
data_43_linear,Assisted,cluster_llama,RandomForest,0.6584128053011002,0.07407525959455132,8.802511364363134,1.0615833098729537,23.80952380952381,N/A
data_43_linear,Assisted,cluster_llama,GradientBoost,0.7482961111646789,0.04472068447422518,7.997278601021699,0.733620991457264,23.80952380952381,N/A
data_43_linear,Assisted,cluster_t5,LinearReg,0.9499358686844753,0.006221379921314305,3.904370368781369,0.22562484192688023,23.80952380952381,N/A
data_43_linear,Assisted,cluster_t5,RandomForest,0.6479242143350546,0.07769920446807695,8.939224696288546,1.0096788365146556,23.80952380952381,N/A
data_43_linear,Assisted,cluster_t5,GradientBoost,0.7359661209741835,0.04838455744157146,8.187549650240044,0.7772568142722616,23.80952380952381,N/A
data_43_linear,Assisted,cluster_ernie,LinearReg,0.9503608510034054,0.006032379078719429,3.8768265008693783,0.2285427234838388,23.80952380952381,N/A
data_43_linear,Assisted,cluster_ernie,RandomForest,0.6621515845999164,0.07186871158259185,8.758181044735547,1.0234096425318306,23.80952380952381,N/A
data_43_linear,Assisted,cluster_ernie,GradientBoost,0.7372889100109716,0.045373374521427694,8.177197997976876,0.7499100108325888,23.80952380952381,N/A
data_68_exponential,Unassisted,N/A,LinearReg,0.03961838711411059,0.08613895816277863,3.93317728750274,0.25761186674641745,16.666666666666668,N/A
data_68_exponential,Unassisted,N/A,RandomForest,0.41877517050436197,0.06398298471307934,2.659134693578275,0.19454895755464696,16.666666666666668,N/A
data_68_exponential,Unassisted,N/A,GradientBoost,0.3173119318320883,0.08318156219997973,3.058816262430392,0.20571719469012492,16.666666666666668,N/A
data_68_exponential,Assisted,cluster_roberta,LinearReg,0.029422134893603857,0.09558800584320361,3.964490214643534,0.2591873024823483,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_roberta,RandomForest,0.4169908533701044,0.06396323728301205,2.666756477842589,0.19271608243116742,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_roberta,GradientBoost,0.3134021493247786,0.08560082069385704,3.073356044710833,0.20507051033951315,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_bert,LinearReg,0.030952187998765864,0.09716504677010164,3.9306557486229354,0.24203683072658172,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_bert,RandomForest,0.4222026281243124,0.06414138473428513,2.6449976436754397,0.19790712078019512,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_bert,GradientBoost,0.32068294789937923,0.0841555095887025,3.045499880567369,0.21336262237606485,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_minilm,LinearReg,0.029668197004311607,0.10407265483176507,3.9089094950377987,0.258955376942901,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_minilm,RandomForest,0.42246066216845857,0.06520332036682999,2.6495609117900303,0.1964252930004112,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_minilm,GradientBoost,0.3248348355251536,0.08573055599496268,3.0426541292795934,0.20875963670458994,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_gatortron,LinearReg,0.021047368578734026,0.09271410571722366,3.961081603466452,0.24810821277487874,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_gatortron,RandomForest,0.4185811247561048,0.06710705775123274,2.6546631405197054,0.19117949638810558,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_gatortron,GradientBoost,0.32327453636076986,0.08629946346548435,3.042091020854218,0.21115195856861535,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_t5,LinearReg,0.017857841839900045,0.09284867918238875,3.974035536199348,0.25726999080969454,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_t5,RandomForest,0.4110639016592932,0.06688163696765423,2.67154195769475,0.19567628041277252,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_t5,GradientBoost,0.308498416325546,0.08331338590792875,3.065940451777491,0.21471716626944787,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_ernie,LinearReg,0.008520657593586289,0.10663815594464643,3.973697822743266,0.259606165594991,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_ernie,RandomForest,0.4107813468842878,0.06945465037431561,2.6727165866534532,0.20451104794584396,16.129032258064516,N/A
data_68_exponential,Assisted,cluster_ernie,GradientBoost,0.3054705329253209,0.08715231697736478,3.078914676512325,0.21525841333550114,16.129032258064516,N/A
data_48_cubic,Unassisted,N/A,LinearReg,0.8316808342405804,0.020869780707568193,130.44814008627958,7.025094545627213,22.727272727272727,N/A
data_48_cubic,Unassisted,N/A,RandomForest,0.6374738838919337,0.08664940986840079,135.31708193839822,21.118454850684106,22.727272727272727,N/A
data_48_cubic,Unassisted,N/A,GradientBoost,0.7735285598072887,0.05879603244252379,110.75800839612066,15.864866916590346,22.727272727272727,N/A
data_48_cubic,Assisted,cluster_minilm,LinearReg,0.8310954081622972,0.021291015558715997,129.56806568717525,7.3966219119170376,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_minilm,RandomForest,0.6138378614024949,0.09072478518875578,141.448405002114,21.86392198355472,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_minilm,GradientBoost,0.7431560320356942,0.0699684364566177,118.98618440618104,18.95576985172294,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_gatortron,LinearReg,0.8335644937150992,0.021396429377125,127.35820915367593,7.228654915751615,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_gatortron,RandomForest,0.6079075606144119,0.08503085869664449,142.99102690977827,21.289290847196334,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_gatortron,GradientBoost,0.748064208296959,0.06470141537018087,117.8398516029977,16.909907791402635,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_llama,LinearReg,0.8306730118885747,0.021569056719368748,130.28704169275298,7.12281177346279,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_llama,RandomForest,0.6238234171978202,0.08232599698641932,138.18228866398172,20.350886645521975,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_llama,GradientBoost,0.7647078642420947,0.06273461192462818,112.82144747713664,16.79509129648746,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_t5,LinearReg,0.8305110876197602,0.02229734156498367,129.70772001822542,7.0117675936770185,21.73913043478261,N/A
data_48_cubic,Assisted,cluster_t5,RandomForest,0.606021547282302,0.08805108204083228,142.34494042697918,20.047068671659865,21.73913043478261,N/A
